field1,field2,field3,field4
Pathfinder,Orson Scott Card,https://www.goodreads.com/book/show/8100267-pathfinder,A powerful secret. A dangerous path. Rigg is well trained at keeping secrets. Only his father knows the truth about Rigg's strange talent for seeing the paths of people's pasts. But when his father dies Rigg is stunned to learn just how many secrets Father had kept from him--secrets about Rigg's own past his identity and his destiny. And when Rigg discovers that he has the power not only to see the past but also to change it his future suddenly becomes anything but certain. Rigg’s birthright sets him on a path that leaves him caught between two factions one that wants him crowned and one that wants him dead. He will be forced to question everything he thinks he knows choose who to trust and push the limits of his talent…or forfeit control of his destiny.
Jedi Search,Kevin J. Anderson,https://www.goodreads.com/book/show/760110.Jedi_Search,As the war between the Republic and the scattered remnants of the Empire continues two children--the Jedi twins--will come into their powers in a universe on the brink of vast changes and challenges. In this time of turmoil and discovery an extraordinary new Star Wars saga begins....  While Luke Skywalker takes the first step toward setting up an academy to train a new order of Jedi Knights Han Solo and Chewbacca are taken prisoner on the planet Kessel and forced to work in the fathomless depths of a spice mine. But when Han and Chewie break away they flee desperately to a secret Imperial research laboratory surrounded by a cluster of black holes--and go from one danger to a far greater one....  On Kessel Luke picks up the trail of his two friends only to come face-to-face with a weapon so awesome it can wipe out an entire solar system. It is a death ship called the Sun Crusher invented by a reclusive genius and piloted by none other than Han himself...
Iron Council,China Miéville,https://www.goodreads.com/book/show/68495.Iron_Council,Following Perdido Street Station and The Scar acclaimed author China Miéville returns with his hugely anticipated Del Rey hardcover debut. With a fresh and fantastical band of characters he carries us back to the decadent squalor of New Crobuzon—this time decades later.  It is a time of wars and revolutions conflict and intrigue. New Crobuzon is being ripped apart from without and within. War with the shadowy city-state of Tesh and rioting on the streets at home are pushing the teeming city to the brink. A mysterious masked figure spurs strange rebellion while treachery and violence incubate in unexpected places. In desperation a small group of renegades escapes from the city and crosses strange and alien continents in the search for a lost hope. In the blood and violence of New Crobuzon’s most dangerous hour there are whispers. It is the time of the iron council. . . .  The bold originality that broke Miéville out as a new force of the genre is here once more in Iron Council: the voluminous lyrical novel that is destined to seal his reputation as perhaps the edgiest mythmaker of the day.
In the Green Star's Glow,Lin Carter,https://www.goodreads.com/book/show/15225.In_the_Green_Star_s_Glow,He was Karn the savage of the sky-high trees. He was protector and defender of the princess Niamh whose very city was lost in the mapless jungles of the world under the Green Star.  But he was also an Earthling whose helpless body lay in suspended animation in a guarded mansion in New England. It was his alien mind that drove Karn through perils that no other wold dare...  In the Green Star's Glow is a science fantasy novel in the tradition of Edgar Rice Burroughs. Written by American author Lin Carter it is the final book in his Green Star series. It was first published in 1976.
Tactics of Mistake,Gordon R. Dickson,https://www.goodreads.com/book/show/776477.Tactics_of_Mistake,It's obvious that Cletus Graeme--limping mild-mannered scholarly--doesn't belong on a battling field but instead at a desk working on his fourth book on battle strategy and tactics. But Bakhalla has more battlefields than libraries and Graeme sees his small force of Dorsai--soldiers of fortune--as the perfect opportunity to test his theories. But if his theories or his belief in the Dorsai lead him astray he's a dead man.
The Kin of Ata Are Waiting for You,Dorothy Bryant,https://www.goodreads.com/book/show/177406.The_Kin_of_Ata_Are_Waiting_for_You,"Part love story part utopian fantasy part spiritual fable The Kin of Ata Are Waiting for You is ""a beautiful symbolic journey of the soul"" (Berkeley Monthly). Into the world of the Ata comes a desperate man running from a fast life of fame and fortune drugs and crime. He is led by the kin of Ata on a spiritual journey that sooner or later we all must take."
Scissors Cut Paper Wrap Stone,Ian McDonald,https://www.goodreads.com/book/show/219458.Scissors_Cut_Paper_Wrap_Stone,Ethan Ring is a former graphic design student with a dark and powerful secret. As an undergraduate he and some classmates developed the ultimate in high-concept visual art: computerized images capable of bypassing rational thought and controlling the mind of the perceiver whether for good or ill. When the reigning intelligence agency gets wind of Ethan's handiwork he is forced into its service via the most potent of the images being tattooed on the palms of his hands. Now on a spiritual pilgrimage through twenty-first-century Japan a guilt-ridden Ethan grapples with the responsibility his power implies and determines to use it for the greatest good by ridding the country of its ubiquitous crime syndicate. A past winner of sf's Campbell Award for best new writer McDonald now ranks among the genre's leading stylists. In this brief but surprisingly satisfying tale the full range of his versatile talent is on display as he merges Zen philosophy with cyberspace performance art in a high-tech contemplation of good and evil. A rare combination of suspenseful storytelling and thought-provoking ideas.
Wizard's First Rule,Terry Goodkind,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,In the aftermath of the brutal murder of his father a mysterious woman Kahlan Amnell appears in Richard Cypher's forest sanctuary seeking help . . . and more.  His world his very beliefs are shattered when ancient debts come due with thundering violence. In a dark age it takes courage to live and more than mere courage to challenge those who hold dominion Richard and Kahlan must take up that challenge or become the next victims. Beyond awaits a bewitching land where even the best of their hearts could betray them. Yet Richard fears nothing so much as what secrets his sword might reveal about his own soul. Falling in love would destroy them—for reasons Richard can't imagine and Kahlan dare not say.  In their darkest hour hunted relentlessly tormented by treachery and loss Kahlan calls upon Richard to reach beyond his sword—to invoke within himself something more noble. Neither knows that the rules of battle have just changed . . . or that their time has run out.  This is the beginning. One book. One Rule. Witness the birth of a legend.
The Master,T.H. White,https://www.goodreads.com/book/show/2754327-the-master,Eleven-year-old twins & their dog are marooned on an island ruled by a mind-controlling genius bent on world domination...
The Time Machine,"H.G. Wells, Greg Bear (Introduction), Carlo Pagetti (Foreword)",https://www.goodreads.com/book/show/2493.The_Time_Machine,“I’ve had a most amazing time....”  So begins the Time Traveller’s astonishing firsthand account of his journey 800000 years beyond his own era—and the story that launched H.G. Wells’s successful career and earned him his reputation as the father of science fiction. With a speculative leap that still fires the imagination Wells sends his brave explorer to face a future burdened with our greatest hopes...and our darkest fears. A pull of the Time Machine’s lever propels him to the age of a slowly dying Earth.  There he discovers two bizarre races—the ethereal Eloi and the subterranean Morlocks—who not only symbolize the duality of human nature but offer a terrifying portrait of the men of tomorrow as well.  Published in 1895 this masterpiece of invention captivated readers on the threshold of a new century. Thanks to Wells’s expert storytelling and provocative insight The Time Machine will continue to enthrall readers for generations to come.
Timescape,Gregory Benford,https://www.goodreads.com/book/show/778990.Timescape,The author of  Tides of Light  offers his Nebula Award-winning SF classic--a combination of hard science bold speculation and human drama. In the year 1998 a group of scientists works desperately to communicate with the scientists of 1962 warning of an ecological disaster that will destroy the oceans in the future--if it is not averted in the past.
Stranger in a Strange Land,"Robert A. Heinlein, James Warhola (Illustrator)",https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,NAME: Valentine Michael Smith ANCESTRY: Human ORIGIN: Mars  Valentine Michael Smith is a human being raised on Mars newly returned to Earth. Among his people for the first time he struggles to understand the social mores and prejudices of human nature that are so alien to him while teaching them his own fundamental beliefs in grokking watersharing and love.
The City and the Stars,Arthur C. Clarke,https://www.goodreads.com/book/show/250024.The_City_and_the_Stars,Clarke's masterful evocation of the far future of humanity considered his finest novel.  Men had built cities before but never such a city as Diaspar. For millennia its protective dome shut out the creeping decay and danger of the world outside. Once it held powers that rule the stars.  But then as legend has it the invaders came driving humanity into this last refuge. It takes one man a Unique to break through Diaspar's stifling inertia to smash the legend and discover the true nature of the Invaders.
Fool's Run,Patricia A. McKillip,https://www.goodreads.com/book/show/258313.Fool_s_Run,Seven years ago Terra Viridian obeyed a vision and killed 1500 innocent people. She was sentenced to the Underworld prison. Now a new age band led by a psychic pianist and a masked woman called the Queen of Hearts arrives at the prison to perform. And Terra's vision is moving closer changing all their lives forever.
Gate of Ivrel,C.J. Cherryh,https://www.goodreads.com/book/show/57084.Gate_of_Ivrel,Scattered about the galaxy were the time-space Gates of a vanished but not forgotten alien race. In their time long before the rise of the native civilizations they had terrorized a hundred worlds—not from villainy but from folly from tampering with the strands that held a universe together.  Now the task was to uproot these Gates destroy their potency for mischief take horror out of the hands of the few who hungered for power by misuse of the Gates.  This is the story of one such Gate and one such world.
The Pixel Eye,Paul Levinson,https://www.goodreads.com/book/show/20926499-the-pixel-eye,Squirrels are spying on us in the park. Mice may have organic bombs set to go off in their brains. Holograms are taking the place of real people. Phil D'Amato investigates a case that pits civil liberties versus national security as he seeks to ward off a major terrorist attack on near-future New York City.
Terms of Enlistment,Marko Kloos,https://www.goodreads.com/book/show/18800655-terms-of-enlistment,The year is 2108 and the North American Commonwealth is bursting at the seams. For welfare rats like Andrew Grayson there are only two ways out of the crime-ridden and filthy welfare tenements where you're restricted to two thousand calories of badly flavored soy every day:  You can hope to win the lottery and draw a ticket on a colony ship settling off-world or you can join the service.  With the colony lottery a pipe dream Andrew chooses to enlist in the armed forces for a shot at real food a retirement bonus and maybe a ticket off Earth. But as he starts a career of supposed privilege he soon learns that the good food and decent health care come at a steep price…and that the settled galaxy holds far greater dangers than military bureaucrats or the gangs that rule the slums.  The debut novel from Marko Kloos Terms of Enlistment is a new addition to the great military sci-fi tradition of Robert Heinlein Joe Haldeman and John Scalzi.
Damnation Alley,Roger Zelazny,https://www.goodreads.com/book/show/239919.Damnation_Alley,Hell Tanner isn't the sort of guy you'd mistake for a hero: he's a fast-driving car thief a smuggler and a stone-cold killer. He's also expendable - at least in the eyes of the Secretary of Traffic for the Nation of California. Tanner doesn't care much for those eyes. You'd also never mistake Hell Tanner for a humanitarian. Facing life in prison for his various crimes he's given a choice
Kesrith,"C.J. Cherryh, Gino D'Achille (Illustrator)",https://www.goodreads.com/book/show/126496.Kesrith,This is the story of three people: Sten Duncan a soldier of humanity
Lone Star Planet,"H. Beam Piper, John Joseph McGuire",https://www.goodreads.com/book/show/676234.Lone_Star_Planet,New Texas the Lone Star Planet: its citizens figure that name about says it all. The Solar League ambassador to the Lone Star Planet has the unenviable task of convincing New Texans that a s'Srauff attack is imminent and dangerous. Unfortunately it's common knowledge that the s'Srauff are evolved from canine ancestors -- and not a Texan alive is about to be scared of a talking dog! But unless he can get them to act and fast there won't be a Texan alive scared or otherwise!
Archangel,Sharon Shinn,https://www.goodreads.com/book/show/97961.Archangel,And so it came to pass...  Through science faith and force of will the Harmonics carved out for themselves a society that they conceived of as perfect. Diverse peoples held together by respect for each other and the prospect of swift punishment if they disobeyed their laws. Fertile land that embraced a variety of climates and seasons. Angels to guard the mortals and mystics to guard the forbidden knowledge. Jehovah to watch over them all...  But an age of corruption has come to the land threatening their peace and placing the Samarians in grave danger. Their only hope lies in the crowning of a new Archangel. The oracles have chosen for this honor the angel named Gabriel and further decreed that he must first wed a mortal woman named Rachel.  It is his destiny and hers. And Gabriel is certain that she will greet the news of her betrothal with enthusiasm and a devotion to duty equal to his own.  Rachel however has other ideas...
The Ship Who Sang,Anne McCaffrey,https://www.goodreads.com/book/show/203288.The_Ship_Who_Sang,Helva had been born human but only her brain had been saved—saved to be schooled programmed and implanted into the sleek titanium body of an intergalactic scout ship. But first she had to choose a human partner—male or female—to share her exhilirating excapades in space!  Her life was to be rich and rewarding . . . resplendent with daring adventures and endless excitement beyond the wildest dreams of mere mortals.  Gifted with the voice of an angel and being virtually indestructable Helva XH-834 antipitated a sublime immortality.  Then one day she fell in love!
Dhalgren,"Samuel R. Delany, William Gibson (Foreword)",https://www.goodreads.com/book/show/40963358-dhalgren,A mysterious disaster has stricken the midwestern American city of Bellona and its aftereffects are disturbing: a city block burns down and is intact a week later
The Dispossessed,Ursula K. Le Guin,https://www.goodreads.com/book/show/13651.The_Dispossessed,Librarian note: Alternate cover edition of ISBN 9780061054884.  Shevek a brilliant physicist decides to take action. He will seek answers question the unquestionable and attempt to tear down the walls of hatred that have isolated his planet of anarchists from the rest of the civilized universe. To do this dangerous task will mean giving up his family and possibly his life—Shevek must make the unprecedented journey to the utopian mother planet Urras to challenge the complex structures of life and living and ignite the fires of change.
The Abyss Beyond Dreams,Peter F. Hamilton,https://www.goodreads.com/book/show/20697413-the-abyss-beyond-dreams,The year is 3326. Nigel Sheldon one of the founders of the Commonwealth receives a visit from the Raiel—self-appointed guardians of the Void the enigmatic construct at the core of the galaxy that threatens the existence of all that lives. The Raiel convince Nigel to participate in a desperate scheme to infiltrate the Void.  Once inside Nigel discovers that humans are not the only life-forms to have been sucked into the Void where the laws of physics are subtly different and mental powers indistinguishable from magic are commonplace. The humans trapped there are afflicted by an alien species of biological mimics—the Fallers—that are intelligent but merciless killers.  Yet these same aliens may hold the key to destroying the threat of the Void forever—if Nigel can uncover their secrets. As the Fallers’ relentless attacks continue and the fragile human society splinters into civil war Nigel must uncover the secrets of the Fallers—before he is killed by the very people he has come to save.
The Fifth Head of Cerberus,Gene Wolfe,https://www.goodreads.com/book/show/845501.The_Fifth_Head_of_Cerberus,Back in print for the first time in more than a decade Gene Wolfe's The Fifth Head of Cerberus is a universally acknowledged masterpiece of science fiction by one of the field's most brilliant writers.  Far out from Earth two sister planets Saint Anne and Saint Croix circle each other in an eternal dance. It is said a race of shapeshifters once lived here only to perish when men came. But one man believes they can still be found somewhere in the back of the beyond.  In The Fifth Head of Cerberus Wolfe skillfully interweaves three bizarre tales to create a mesmerizing pattern: the harrowing account of the son of a mad genius who discovers his hideous heritage
Matched,Ally Condie,https://www.goodreads.com/book/show/7735333-matched,In the Society officials decide. Who you love. Where you work. When you die.  Cassia has always trusted their choices. It’s hardly any price to pay for a long life the perfect job the ideal mate. So when her best friend appears on the Matching screen Cassia knows with complete certainty that he is the one…until she sees another face flash for an instant before the screen fades to black. Now Cassia is faced with impossible choices: between Xander and Ky between the only life she’s known and a path no one else has ever dared follow—between perfection and passion.  Matched is a story for right now and storytelling with the resonance of a classic.
2001: A Space Odyssey,Arthur C. Clarke,https://www.goodreads.com/book/show/70535.2001,On the Moon an enigma is uncovered.  So great are the implications of this discovery that for the first time men are sent out deep into our solar system.  But long before their destination is reached things begin to go horribly inexplicably wrong...  One of the greatest-selling science fiction novels of our time this classic book will grip you to the very end.
Amped,Daniel H. Wilson,https://www.goodreads.com/book/show/12678461-amped,In a near-future where the Neural-Autofocus and other neural implants made formerly mentally challenged individuals into equals or superiors to those with normal brain functionality Owen is a high school teacher whose surgeon father helped develop the implants to control his epilepsy. When the United States Supreme Court rules that implanted individuals are no longer a protected class Owen's life is changed forever as he discovers that his implant has a very dangerous secret.
A Canticle for Leibowitz,"Walter M. Miller Jr., Mary Doria Russell (Introduction)",https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,In a nightmarish ruined world slowly awakening to the light after sleeping in darkness the infant rediscoveries of science are secretly nourished by cloistered monks dedicated to the study and preservation of the relics and writings of the blessed Saint Isaac Leibowitz. From here the story spans centuries of ignorance violence and barbarism viewing through a sharp satirical eye the relentless progression of a human race damned by its inherent humanness to recelebrate its grand foibles and repeat its grievous mistakes.
The Warlock in Spite of Himself,Christopher Stasheff,https://www.goodreads.com/book/show/640181.The_Warlock_in_Spite_of_Himself,Back in Print: the novel that launched the epic Warlock series.  In an interstellar romp that proves science and sorcery can mix only hard-headed realist Rod Gallowglass can save the people of Gramarye from their doom by becoming--The Warlock in Spite of Himself--if only he believed in magic.
"Gone Series Complete Collection: Gone, Hunger, Lies, Plague, Fear, Light",Michael Grant,https://www.goodreads.com/book/show/22206799-gone-series-complete-collection,"This collection contains all six books in New York Times bestselling author Michael Grant's breathtaking dystopian sci-fi Gone saga. These page-turning thrillers invoke the classic The Lord of the Flies along with the horror of Stephen King. King himself said: ""I love these books.""  In the blink of an eye everyone disappears. Gone. Except for the young. There are teens but not one single adult. Just as suddenly there are no phones no internet no television. No way to get help. And no way to figure out what's happened. Hunger threatens. Bullies rule. A sinister creature lurks. Animals are mutating. And the teens themselves are changing developing new talents—unimaginable dangerous deadly powers—that grow stronger by the day. It's a terrifying new world. Sides are being chosen a fight is shaping up. Townies against rich kids. Bullies against the weak. Powerful against powerless. And time is running out: on your birthday you disappear just like everyone else. . . .  Michael Grant's Gone series has been praised for its compelling storytelling multidimensional characters and multiple points of view. Included in this collection are: Gone Hunger Lies Plague Fear and Light."
Provenance,Ann Leckie,https://www.goodreads.com/book/show/25353286-provenance,An ambitious young woman has just one chance to secure her future and reclaim her family's priceless lost artifacts in this stand-alone novel set in the world of Ann Leckie's groundbreaking NYT bestselling Imperial Radch trilogy which won the Hugo and Nebula awards.  NOMINATED FOR THE HUGO AWARD FOR BEST NOVEL 2018  NOMINATED FOR THE LOCUS AWARD FOR BEST SCIENCE FICTION NOVEL 2018  Though she knows her brother holds her mother's favor Ingrid is determined to at least be considered as heir to the family name. She hatches an audacious plan--free a thief from a prison planet from which no one has ever returned and use them to help steal back a priceless artifact.  But Ingray and her charge return to her home to find their planet in political turmoil at the heart of an escalating interstellar conflict. Together they must make a new plan to salvage Ingray's future and her world before they are lost to her for good.
The Weapon Shops of Isher,A.E. van Vogt,https://www.goodreads.com/book/show/358902.The_Weapon_Shops_of_Isher,With the publication in the July 1941 issue of Astounding Science Fiction magazine of the story Seesaw van Vogt began unfolding the complex tale of the oppressive Empire of Isher and the mysterious Weapon Shops. This volume The Weapon Shops of Isher includes the first three parts of the saga and introduces perhaps the most famous political slogan of science fiction: The Right to Buy Weapons is the Right to Be Free. Born at the height of Nazi conquest the Isher stories suggested that an oppressive government could never completely subjugate its own citizens if they were well armed. The audience appeal was immediate and has endured long beyond other stories of alien invasion global conflict and post war nuclear angst.
Odd John,Olaf Stapledon,https://www.goodreads.com/book/show/770717.Odd_John,John Wainwright is a freak - a human mutation with an extraordinary intelligence which is both awesome and frightening to all who come into contact with him. Ordinary humans were just playthings to John - subjects for an endless chain of experiments. Their feelings and sometimes even their lives are expendable.  Odd John has a plan - to create a new order on Earth a new supernormal species. But the world is not ready for such a change...
The Star Conquerors,Ben Bova,https://www.goodreads.com/book/show/7455007-the-star-conquerors,Six time Hugo winner Ben Bova's most sought-after and possibly best novel THE STAR CONQUERORS has been long out of print. There was only one small hardback print run of his first novel never reprinted and used copies are rare costing upwards of $500. Until now! ReAnimus Press is pleased to announce the ebook publication of THE STAR CONQUERORS!  To Explore New Worlds... and Resistance is Futile... all found their home here first with Star Watch Captain Geoffrey Knowland in what some say is a virtual blueprint for Star Trek.
Time's Eye,"Arthur C. Clarke, Stephen Baxter",https://www.goodreads.com/book/show/7196528-time-s-eye,"Sir Arthur C. Clarke is a living legend a writer whose name has been synonymous with science fiction for more than fifty years. An indomitable believer in human and scientific potential Clarke is a genuine visionary. If Clarke has an heir among today s science fiction writers it is award-winning author Stephen Baxter. In each of his acclaimed novels Baxter has demonstrated dazzling gifts of imagination and intellect along with a rare ability to bring the most cerebral science dramatically to life. Now these two champions of humanism and scientific speculation have combined their talents in a novel sure to be one of the most talked-about of the year a ""2001"" for the new millennium.  For eons Earth has been under observation by the Firstborn beings almost as old as the universe itself. The Firstborn are unknown to humankind until they act. In an instant Earth is carved up and reassembled like a huge jigsaw puzzle. Suddenly the planet and every living thing on it no longer exist in a single timeline. Instead the world becomes a patchwork of eras from prehistory to 2037 each with its own indigenous inhabitants.  Scattered across the planet are floating silver orbs impervious to all weapons and impossible to communicate with. Are these technologically advanced devices responsible for creating and sustaining the rifts in time? Are they cameras through which inscrutable alien eyes are watching? Or are they something stranger and more terrifying still?  The answer may lie in the ancient city of Babylon where two groups of refugees from 2037 three cosmonauts returning to Earth from the International Space Station and three United Nations peacekeepers on a mission in Afghanistan have detected radio signals: the only such signals on the planet apart from their own. The peacekeepers find allies in nineteenth-century British troops and in the armies of Alexander the Great. The astronauts crash-landed in the steppes of Asia join forces with the Mongol horde led by Genghis Khan. The two sides set out for Babylon each determined to win the race for knowledge . . . and the power that lies within.  Yet the real power is beyond human control perhaps even human understanding. As two great armies face off before the gates of Babylon it watches waiting. . . ."
Rocket Jockey,"Lester del Rey, Philip St. John",https://www.goodreads.com/book/show/230429.Rocket_Jockey,"From back of book: ""IT WASN'T HIS SHIP OR HIS JOB OR HIS PROBLEM...but suddenly Jerry Blaine was behind the controls of Earth's Last Hope and blasting off for the galaxy's most savage space race. His brother Dick had planned to be the rocket jockey in the family but a freak accident had taken him out of the running leaving only Jerry to carry on.  Now speeding from planet to planet moon to moon wrestling with dangerous unknown forces of space and attempting to outwit the invidious Martian contenders Jerry realized that what was at stake was more than a racing championship for Earth...what was at stake was his life!"""
The Lost Planet,Angus MacVicar,https://www.goodreads.com/book/show/26402249-the-lost-planet,What will they find? Can they survive? Will they ever come home?  ‘Absorbing Science fiction’ – Kirkus Reviews  Sixteen year old Jeremy Grant born in Australia comes to live with his uncle Dr. Lachlan McKinnon in Inverard Scotland following the sudden death of his parents.  On his arrival Janet Campbell his uncle’s pretty secretary also a science student meets him at the train station and Jeremy takes an instant liking to her.  On their journey to Jeremy’s uncle’s house Janet gives him an overview of the inhabitants. Jeremy is fascinated to learn that there is a deep secret guarded beyond the electric fence at his uncle’s residence.  Jeremy spends his first night in silence. With his uncle too busy to pay much attention to him he has his evening meal alone with just the friendly cook Miss Smith as intermittent company. The silence is shattered by something that sounds like the wail of a banshee … a long-drawn piercing wail …  Over the next few days Jeremy learns his uncle has built a spaceship one of a kind rivalled only by a European called Hermanoff. McKinnon is aware that Hermanoff may have planted a spy within his team of workmen and with only a few days to go until launch he becomes aware of potential sabotage attempts. With Jeremy’s help McKinnon must strive to keep his work secret and safe.  McKinnon soon realises his nephew is no longer a young boy and extends his invitation of travelling to new frontiers to Jeremy. Beyond excited at the prospect of a new discovery Jeremy does all he can to ensure he is knowledgeable about spaceflight. Shadowing Janet he soon becomes familiar with the mechanics of the spaceship.  With the launch imminent a certain fear amongst the travellers takes over the household.  Will they reach their destination? The mythic planet Hesikos…  What will they find there? … Can they survive? … Will they ever come home?  The Lost Planet is a thrilling science fiction adventure tale filled with trials and tribulations wonder and calamity as Jeremy McKinnon and company endeavour to make their voyage into the great unknown.  Praise:  ‘Absorbing Science fiction’ – Kirkus Reviews  Angus MacVicar was an accomplished Scottish author screenwriter and playwright who published work in a variety of genres. Earlier in his career he was known for his crime thrillers and autobiographies but his early writing was interrupted by his service as a captain in the Royal Scots Fusiliers. As a result most of his juvenile science fiction was not published until after World War II. It was then that his ‘Lost Planet’ series became extremely popular with MacVicar himself adapting the stories as TV and radio serials.  Venture Press is a science fiction and fantasy imprint of Endeavour Press the UK’s leading independent digital publisher. We are committed to the discovery and rediscovery of immensely talented authors in the SFF genre and continue to push boundaries in search of great literature. Join us as we venture across universes and unknown landscapes – past present and future.
Colony,Ben Bova,https://www.goodreads.com/book/show/267329.Colony,In the Future Everything is Different. But Nothing Has Changed. The Earth has been poisoned by pollution choked by overpopulation and ravaged by the mindless greed of power-hungry corporations. A fragile peace is threatened by landless revolutionaries and global anarchy seems imminent.Yet a single ray of hope remains. . .  Island One is a celestial utopia and David Adams is its most perfect creation - a man with a brain as advanced as any computer and a body free of human frailties. But David is a prisoner -- a captive of the colony that created him -- destined to spend the days of his life in an island-sized cylinder that circles a doomed and desperate home planet. Thousands of miles below him a world trembles
Dune,Frank Herbert,https://www.goodreads.com/book/show/44767458-dune,Set on the desert planet Arrakis Dune is the story of the boy Paul Atreides heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the “spice” melange a drug capable of extending life and enhancing consciousness. Coveted across the known universe melange is a prize worth killing for...  When House Atreides is betrayed the destruction of Paul’s family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad’Dib he will bring to fruition humankind’s most ancient and unattainable dream.
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,https://www.goodreads.com/book/show/40293.Pastwatch,In one of the most powerful and thought-provoking novels of his remarkable career Orson Scott Card's Pastwatch interweaves a compelling portrait of Christopher Columbus with the story of a future scientist who believes she can alter human history from a tragedy of bloodshed and brutality to a world filled with hope and healing.
Plague Ship,"Clive Cussler, Jack Du Brul",https://www.goodreads.com/book/show/2055151.Plague_Ship,"""For four novels Clive Cussler has charted the exploits of the Oregon a covert ship completely dilapidated on the outside but on the inside packed with sophisticated weaponry and intelligence-gathering equipment. Captained by the rakish one-legged Juan Cabrillo and manned by a crew of former military and spy personnel it is a private enterprise available for any government agency that can afford it - and now Cussler sends the Oregon on its most extraordinary mission yet.""  The crew has just completed a top secret mission against Iran in the Persian Gulf when they come across a cruise ship adrift at sea. Hundreds of bodies litter its deck and as Cabrillo tries to determine what happened explosions rack the length of the ship. Barely able to escape with his own life and that of the liner's sole survivor Cabrillo finds himself plunged into a mystery as intricate - and as perilous - as any he has ever known and pitted against a cult with monstrously lethal plans for the human race ... plans he may already be too late to stop."
The Secret of the Ninth Planet,Donald A. Wollheim,https://www.goodreads.com/book/show/6115543-the-secret-of-the-ninth-planet,From Pulpville Press. On the day that the theft of the solar system's light begins Burl Denning is with an archaeological expedition in the Andes. Within hours the U.S. Air Force has ordered the expedition to investigate the strange phenomenon that is causing a dimness and a drop in temperature throughout the world. This is the start of a fantastic adventure that takes Burl on the first circumnavigation of the solar system on the Magellan. Each planet-fall brings unexpected hazards as the ship draws closer and closer to solving the mystery of the thest.
The Prey of Gods,Nicky Drayden,https://www.goodreads.com/book/show/32075842-the-prey-of-gods,In South Africa the future looks promising. Personal robots are making life easier for the working class. The government is harnessing renewable energy to provide infrastructure for the poor. And in the bustling coastal town of Port Elizabeth the economy is booming thanks to the genetic engineering industry which has found a welcome home there. Yes--the days to come are looking very good for South Africans. That is if they can survive the present challenges:  A new hallucinogenic drug sweeping the country . . .  An emerging AI uprising . . .  And an ancient demigoddess hellbent on regaining her former status by preying on the blood and sweat (but mostly blood) of every human she encounters.  It's up to a young Zulu girl powerful enough to destroy her entire township a queer teen plagued with the ability to control minds a pop diva with serious daddy issues and a politician with even more serious mommy issues to band together to ensure there's a future left to worry about.
Jurassic Park,Michael Crichton,https://www.goodreads.com/book/show/40604658-jurassic-park,An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery and all the world can visit them—for a price.  Until something goes wrong. . . .  In Jurassic Park Michael Crichton taps all his mesmerizing talent and scientific brilliance to create his most electrifying technothriller.
The First Men in the Moon,"H.G. Wells, Steven McLean, China Miéville (Introduction), Patrick Parrinder (Introduction)",https://www.goodreads.com/book/show/536478.The_First_Men_in_the_Moon,When penniless businessman Mr Bedford retreats to the Kent coast to write a play he meets by chance the brilliant Dr Cavor an absent-minded scientist on the brink of developing a material that blocks gravity. Cavor soon succeeds in his experiments only to tell a stunned Bedford the invention makes possible one of the oldest dreams of humanity: a journey to the moon. With Bedford motivated by money and Cavor by the desire for knowledge the two embark on the expedition. But neither are prepared for what they find - a world of freezing nights boiling days and sinister alien life on which they may be trapped forever.
Next,Michael Crichton,https://www.goodreads.com/book/show/7661.Next,Welcome to our genetic world. Fast furious and out of control. This is not the world of the future --- it's the world right now. Is a loved one missing some body parts? Are blondes becoming extinct? Is everyone at your dinner table of the same species? Humans and chimpanzees differ in only 400 genes
Hull Zero Three,Greg Bear,https://www.goodreads.com/book/show/7975415-hull-zero-three,A starship hurtles through the emptiness of space. Its destination-unknown. Its purpose-a mystery.  Now one man wakes up. Ripped from a dream of a new home-a new planet and the woman he was meant to love in his arms-he finds himself wet naked and freezing to death. The dark halls are full of monsters but trusting other survivors he meets might be the greater danger.  All he has are questions-- Who is he? Where are they going? What happened to the dream of a new life? What happened to Hull 03?  All will be answered if he can survive the ship.  HULL ZERO THREE is an edge-of-your-seat thrill ride through the darkest reaches of space.
Ocean On Top,Hal Clement,https://www.goodreads.com/book/show/1960358.Ocean_On_Top,Aquatic enigma. The world's energy was limited...and with overpopuation and a high level of technology the Power Board had virtually become the real government of the world. Power was rationed it was guarded it was sacred. Thus when three of the Power Board's agents disappeared at sea and there was evidence that something irregular was happening to the energy quota in that area it was cause for real alarm. OCEAN ON TOP is a brilliant - and different - novel of hard science and high suspense at the bottom of the sea. Written by the author of NEEDLE and MISSION OF GRAVITY it is a vision of the century to come when the ocean floor may be our last frontier.  From the back cover.
